state,state_abbreviation,county,zip,name,address,city,schedule,notes,phone,county website,type
Pennsylvannia,PA,Bucks,18901,Bucks County Administration Building,55 E. Court St. ,Doylestown,"8:00 am to 5:00 pm, Monday through Friday","Additional Hours: Wednesday October 21st to Friday October 23rd: 8:00AM to 7:00PM
Saturday October 24th and Sunday October 25th: 12:00PM-5:00PM
Monday October 26th to Friday October 30th: 8:00AM to 7:00 PM
Saturday October 31st and Sunday November 1st: 12:00PM to 5:00PM
Monday November 2nd: 8:00AM to 7:00PM
Tuesday November 3rd: 8:00AM to 8:00PM (Election Day)",(215) 348-6154,http://www.buckscounty.org/government/administration/ChiefClerk/BoardofElections,clerk
Pennsylvannia,PA,Bucks,19055,Lower Bucks Government Services Center,7321 New Falls Road ,Levittown,"Hours 8:00 am to 4:30 pm, Monday through Friday","Additional Hours: Wednesday October 21st to Friday October 23rd: 8:00AM to 7:00PM
Saturday October 24th and Sunday October 25th: 12:00PM-5:00PM
Monday October 26th to Friday October 30th: 8:00AM to 7:00 PM
Saturday October 31st and Sunday November 1st: 12:00PM to 5:00PM
Monday November 2nd: 8:00AM to 7:00PM
Tuesday November 3rd: 8:00AM to 8:00PM (Election Day)",(215) 348-6154,http://www.buckscounty.org/government/administration/ChiefClerk/BoardofElections,clerk
Pennsylvannia,PA,Bucks,18951,Upper Bucks Government Center,261 California Rd. ,Quakertown,"Hours 8:00 am to 4:30 pm, Monday through Friday","Additional Hours: Wednesday October 21st to Friday October 23rd: 8:00AM to 7:00PM
Saturday October 24th and Sunday October 25th: 12:00PM-5:00PM
Monday October 26th to Friday October 30th: 8:00AM to 7:00 PM
Saturday October 31st and Sunday November 1st: 12:00PM to 5:00PM
Monday November 2nd: 8:00AM to 7:00PM
Tuesday November 3rd: 8:00AM to 8:00PM (Election Day)",(215) 348-6154,http://www.buckscounty.org/government/administration/ChiefClerk/BoardofElections,clerk
Pennsylvannia,PA,Butler,16001,Butler County Board of Elections,124 W Diamond Street ,Butler,"8:30 a.m. to 7 p.m. Wednesday, October 28 through Friday, October 30th.
9 a.m. to 1 p.m. Saturday, October 31st.
8:30 a.m. to 6 p.m. Monday, November 2nd.",,(724) 284-5308,https://www.butlercountypa.gov/160/Bureau-of-Elections,clerk
Pennsylvannia,PA,Cambria,15931,Cambria County Board of Elections,"200 South Center Street ,ELECTIONS/VOTER REGISTRATION OFFICE",Ebensberg,Monday - Friday 9 a.m. to 4 p.m.,,(814) 472-1464,https://www.cambriacountypa.gov/election-and-voter-registration.aspx,clerk
Pennsylvannia,PA,Cameron,15834,Cameron County Board of Elections,20 E. 5th St. ,Emporium,NA,,(814) 486-2315,NA,clerk
Pennsylvannia,PA,Carbon,18229,Carbon County Board of Elections,76 Susquehanna St. ,Jim Thorpe,NA,,(570) 325-4801,https://www.carboncounty.com/index.php/2-uncategorised/60-elections,clerk
Pennsylvannia,PA,Centre,16801,Ferguson Township Municipal Building,3147 Research Drive ,State College,24/7,,(814) 355-6703,https://centrecountyvotes.com/dropbox/,dropbox
Pennsylvannia,PA,Centre,16802,HUB-Robeson Center,100 Pollock Road ,University Park,not open yet,,(814) 355-6703,https://centrecountyvotes.com/dropbox/,dropbox
Pennsylvannia,PA,Centre,16866,Magisterial District Office 49-3-03,118 Enterprise Drive ,Phillipsburg,24/7,,(814) 355-6703,https://centrecountyvotes.com/dropbox/,dropbox
Pennsylvannia,PA,Centre,16828,Magisterial District Office 49-3-04,2795 Earlystown Road ,Central Hall,8:30 a.m. Ð 5:00 p.m.,,(814) 355-6703,https://centrecountyvotes.com/dropbox/,dropbox
Pennsylvannia,PA,Centre,16803,Patton Township Municipal Building,100 Patton Plaza ,State College,24/7,,(814) 355-6703,https://centrecountyvotes.com/dropbox/,dropbox
Pennsylvannia,PA,Centre,16823,Spring Township Municipal Building,1309 Blanchard Street ,Bellefonte,24/7,,(814) 355-6703,https://centrecountyvotes.com/dropbox/,dropbox
Pennsylvannia,PA,Centre,16801,State College Borough Municipal Building,243 South Allen Street ,State College,24/7,,(814) 355-6703,https://centrecountyvotes.com/dropbox/,dropbox
Pennsylvannia,PA,Centre,16823,Willowbank Office Building,420 Holmes Street ,Bellefonte,24/7,,(814) 355-6703,https://centrecountyvotes.com/dropbox/,dropbox
Pennsylvannia,PA,Chester,19390,Avon Grove Library,117 Rosehill Avenue ,West Grove,"Starting October 13: M-F 9:00AM-7:00PM, Sat & Sun 10:00AM - 2:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Chester,19380,Chester County Government Services Center,"601 Westtown Rd ,Suite 150",West Chester,"Starting October 13: 24 hours/day, 7 days/week",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Chester,19341,Chester County Library,450 Exton Square Parkway ,Exton,"Starting October 13: M-F 9:00AM-7:00PM, Sat & Sun 10:00AM - 2:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Chester,19320,Coatesville Area Public Library,501 E. Lincoln Highway ,Coatesville,"Starting October 13: M-F 9:00AM-7:00PM, Sat & Sun 10:00AM - 2:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Chester,19335,Downington Library,122 Wallace Avenue ,Downington,"Starting October 13: M-F 9:00AM-7:00PM,Sat & Sun 10:00AM - 2:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Chester,19312,Easttown Library & Information Center,720 First Avenue ,Berwyn,"Starting October 13: M-F 9:00AM-7:00PM, Sat & Sun 10:00AM - 2:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Chester,19425,Henrietta Hankin Library,215 Windgate Dr. ,Chester Springs,"Starting October 7: Mon 9:30AM-5:00PM, Tue  9:30AM-8:00PM, Wed 9:30AM-5:00PM, Thur 9:30AM-8:00PM, Fri    9:30AM-5:00PM, Sat   9:00AM-1:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,clerk
Pennsylvannia,PA,Chester,19344,Honey Brook Community Library,687 Compass Road ,Honey Brook,"October 13: M-F 9:00AM-7:00PM, Sat & Sun 10:00AM - 2:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Chester,19348,Kennett Library,216 State Street ,Kennett Square,"Starting October 13: M-F 9:00AM-7:00PM, Sat & Sun 10:00AM - 2:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Chester,19425,Oxford Library Company,48 S 2nd Street ,Oxford,"Starting October 7: Mon  10:00AM-5:00PM, Tue     1:00PM-8:00PM, Wed  10:00AM-5:00PM, Thur    1:00PM-8:00PM, Fri     10:00AM-2:00PM, Sat      9:00AM-1:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,clerk
Pennsylvannia,PA,Chester,19365,Parkesburg Free Library,105 West Street ,Parkesburg,"Starting Ocober 13: M-F 9:00AM-7:00PM, Sat & Sun 10:00AM - 2:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Chester,19460,Phoenixville Public Library,183 2nd Avenue ,Phoenixville,"Starting Ocober 13: M-F 9:00AM-7:00PM, Sat & Sun 10:00AM - 2:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Chester,19475,Spring City Free Library,245 Broad Street ,Spring City,"Starting Ocober 13: M-F 9:00AM-7:00PM, Sat & Sun 10:00AM - 2:00PM",,(610) 344-6410,https://www.chesco.org/4758/Drop-Off-Locations,dropbox
Pennsylvannia,PA,Clarion,16214,Clarion County Board of Elections,330 Main Street ,Clarion,Monday Ð Friday: 8:30 am Ð 4:30 pm,Election Day Hours: 7:00 AM - 8:00 PM,(814) 226-4000,http://www.co.clarion.pa.us/Dept/Elections/Pages/default.aspx,clerk
Pennsylvannia,PA,Clearfield,16830,Clearfield County Board of Elections,212 East Locust Street ,Clearfield,Monday - Friday: 8:30am - 4pm,,(814) 765-2642,https://clearfieldco.org/election-central/,clerk
Pennsylvannia,PA,Clinton,17745,Clinton County Board of Elections,"2 Piper Way ,Suite 309",Lock Haven,"Monday, Tuesday, Thursday, Friday: 8:00am - 5:00pm , Wednesday: 8:00am - 12:30pm",,(570) 893-4019,https://www.clintoncountypa.com/departments/voter-registration,clerk
Pennsylvannia,PA,Columbia,17815,Columbia County Board of Elections,11 W. Main Street ,Bloomsburg,NA,,(570) 389-5640,http://www.columbiapa.org/voter/,clerk
Pennsylvannia,PA,Crawford,16335,Crawford County Board of Elections,903 Diamond Park ,Meadville,Monday - Friday: 8:30 AM to 4:30 PM,,(814) 333-7307,https://www.crawfordcountypa.net/VoterServices/Pages/home.aspx,clerk
Pennsylvannia,PA,Cumberland,17013,Cumberland County Board of Elections,"1601 Ritner Highway, Suite 201 ",Carlisle,"Monday - Friday: 8 a.m. - 4:30 p.m.,  additional hours on Saturday Oct. 24: 8 a.m. Ð Noon,and Thursday  Oct. 29: 4:30 p.m. Ð 8 p.m",,(717) 240-6385,https://www.ccpa.net/66/Bureau-of-Elections,clerk
Pennsylvannia,PA,Dauphin,17108,Dauphin County Board of Elections,2 S. 2nd St. ,Harrisburg,NA,,(717) 780-6360,https://www.dauphincounty.org/government/departments/elections_and_voter_registration/index.php,clerk
Pennsylvannia,PA,Delaware,19013,Chester City Hall,1 E 4th St. ,Chester,"Mon through Fri: 9:00 a.m. Ð 2:00 p.m., Sat: 10:00 a.m. Ð 2 p.m.",,(610) 891-4673,https://delcopa.gov/vote/voterservicecenters.html,clerk
Pennsylvannia,PA,Delaware,19063,Delaware County Board of Elections,201 W. Front St. ,Media,"Mon/Wed/Fri: 8:30 a.m. Ð 4:30 p.m., Tues/Thurs: 8:30 a.m. Ð 8:00 p.m., Sat: 9:00 a.m. Ð noon",,(610) 891-4673,https://delcopa.gov/vote/voterservicecenters.html,clerk
Pennsylvannia,PA,Delaware,19082,Delaware County Department of Human Services,"20 S. 69th Street ,4th Fl.",Upper Darby,"Mon/Wed/Fri: 7:30 a.m. Ð 2:00 p.m., Sat: 10:00 a.m. Ð 2:00 p.m.",,(610) 891-4673,https://delcopa.gov/vote/voterservicecenters.html,clerk
Pennsylvannia,PA,Elk,15853,Elk County Board of Elections,300 Center St. ,Ridgway,Monday thru Friday: 8:30 - 4:00,,(814) 776-5337,http://www.co.elk.pa.us/index.php/contact-info,clerk
Pennsylvannia,PA,Erie,16501,Erie County Board of Elections,"140 W. 6th St. ,Rm. 112",Erie,Dropbox: 24/7,,(814) 451-6276,https://eriecountypa.gov/departments/elections-voting/registration-and-voting/mail-in-and-absentee-ballots/,dropbox
Pennsylvannia,PA,Fayette,15401,Fayette County Board of Elections,22 E. Main St. ,Uniontown,Monday - Friday: 8 a.m. - 4:30 p.m.,,(724) 430-1289,https://www.fayettecountypa.org/236/Election-Board,clerk
Pennsylvannia,PA,Forest,16353,Forest County Board of Elections,526 Elm Street ,Tionesta,Monday through Friday: 8:00 am until 4:00 pm,,(814) 755-3537,http://www.co.forest.pa.us/departments/elections_and_voter_regisration.php,clerk
Pennsylvannia,PA,Franklin,17201,Franklin County Board of Elections,"2 N Main Street ,Old Courthouse",Chambersburg,M - F: 8:30am - 4:30pm,,(717) 261-3810,https://www.franklincountypa.gov/index.php?section=governments_voter-registration,clerk
Pennsylvannia,PA,Fulton,17233,Fulton County Board of Elections,"116 West Market Street ,Suite 205",McConnellsburg,Monday - Friday: 8:00am - 4:30pm,,(717) 485-6864,https://www.co.fulton.pa.us/elections.php,clerk
Pennsylvannia,PA,Greene,15370,Greene County Board of Elections,"93 E. High Street, Room 102",Waynesburg,M-F: 8:30AM to 4:30 PM and November 3rd from 7:00 a.m. to 8:00 p.m.,,(724) 852-5304,https://www.co.greene.pa.us/Department-Elections-Voter-Registration,clerk
Pennsylvannia,PA,Huntingdon,16652,Huntingdon County Board of Elections,233 Penn Street ,Huntingdon,Monday - Friday: 8:30am Ð 4:30pm,,(814) 643-3091,http://www.huntingdoncounty.net/Dept/Commissioners/Elections/Pages/default.aspx,clerk
Pennsylvannia,PA,Indiana,15701,Indiana County Board of Elections,"825 Philadelphia Street ,Commissioners Office 2nd Floor",Indiana,Monday through Friday: 8:30 a.m. to 4 p.m.,,(724) 465-3805,https://www.indianacountypa.gov/departments/voting-and-elections/elections/,clerk
Pennsylvannia,PA,Jefferson,15825,Jefferson County Board of Elections,155 Main Street ,Brookville,NA,,(814) 849-1603,http://www.jeffersoncountypa.com/voter-registration/,clerk
Pennsylvannia,PA,Juniata,17059,Juniata County Board of Elections,"26 N. Main Street ,The Bousum Building",Mifflintown,Monday through Friday: 8:00 A.M. to 4:30 P.M.,,(717) 436-7706,https://www.juniataco.org/departments/voter-registration/,clerk
Pennsylvannia,PA,Lackawanna,18503,Lackawanna County Department of Elections,"123 Wyoming Avenue ,Lackawanna County Government Center",Scranton,Monday through Friday (except holidays): 9:00 A.M. to 4:00 P.M,,(570) 963-6737,https://www.lackawannacounty.org/index.php/departmentsagencies/elections/voter-registration,clerk
Pennsylvannia,PA,Lancaster,17603,Lancaster County Board of Elections,"150 N. Queen St. ,Suite 117",Lancaster,Monday - Friday: 8:30 a.m. - 5 p.m.,,(717) 299-8293,https://co.lancaster.pa.us/1282/Mail-in-Ballot-Voting,clerk
Pennsylvannia,PA,Lawrence,16101,Lawrence County Board of Elections,430 Court St. ,New Castle,NA,,(724) 656-2161,http://co.lawrence.pa.us/departments/voter-registration-and-elections-lawrence_county/,clerk
Pennsylvannia,PA,Lebanon,17042,Lebanon County Board of Elections,"400 South 8th Street ,Municipal Building, Room 209",Lebanon,Monday through Friday: 8:30 A.M. to 4:30 P.M.,,(717) 228-4428,http://www.lebcounty.org/depts/Voter_Registration/Pages/default.aspx,clerk
Pennsylvannia,PA,Lehigh,18032,Catasaqua Municipal Building,90 Bridge St ,Catasaqua,NA,,(610) 782-3194,https://www.lehighcounty.org/Departments/Voter-Registration/Voter-Office-Information,other
Pennsylvannia,PA,Lehigh,18049,Emmaus Borough Building,28 S. Fourth St. ,Emmaus,NA,,(610) 782-3194,https://www.lehighcounty.org/Departments/Voter-Registration/Voter-Office-Information,other
Pennsylvannia,PA,Lehigh,18101,Lehigh County Office of Elections and Voter Registration,17 South Seventh Street ,Allentown,8:00 a.m. to 4:00 p.m.   Monday through Friday,,(610) 782-3194,https://www.lehighcounty.org/Departments/Voter-Registration/Voter-Office-Information,clerk
Pennsylvannia,PA,Lehigh,18037,North Whitehall,3256 Levans Road ,Coplay,NA,,(610) 782-3194,https://www.lehighcounty.org/Departments/Voter-Registration/Voter-Office-Information,other
Pennsylvannia,PA,Lehigh,18031,Upper Macungie Township,8330 Schantz Road ,Breinigsville,NA,,(610) 782-3194,https://www.lehighcounty.org/Departments/Voter-Registration/Voter-Office-Information,other
Pennsylvannia,PA,Luzerne,18701,"Luzerne County Bureau of Elections, Penn Place",20 N Pennsylvania Avenue ,Wilkes-Barre,Monday - Friday: 9 a.m. - 4 :30 p.m.,,(570) 825-1715,https://www.luzernecounty.org/396/Elections,clerk
Pennsylvannia,PA,Lycoming,17701,Lycoming County Board of Elections,33 West Third Street ,Williamsport,Monday-Friday: 8:30am-5:00pm,,(570) 327-2267,http://www.lyco.org/Departments/Voter-Services,clerk
Pennsylvannia,PA,McKean,16749,McKean County Board of Elections,500 West Main Street ,Smethport,NA,,(814) 887-3203,https://www.mckeancountypa.org/departments/voter_registration_and_elections/index.php,clerk
Pennsylvannia,PA,Mercer,16137,Mercer County Board of Elections,5 Mercer County Courthouse ,Mercer,Monday - Friday: 8:30 am - 4:30 pm,,(724) 662-7542,https://www.mcc.co.mercer.pa.us/Election/default.HTM,clerk
Pennsylvannia,PA,Mifflin,17044,Mifflin County Board of Elections,20 N. Wayne St. ,Lewistown,Monday thru Friday: 8:00am - 4:00pm,,(717) 248-6571,http://www.co.mifflin.pa.us/dept/VoterReg/Pages/default.aspx,clerk
Pennsylvannia,PA,Monroe,18350,Clymer Library,115 Firehouse Road ,Pocono Pines,"Monday & Wednesday & Friday and Saturday:  10:00 am to 5:00 pm, Monday thru Friday: 8:00 am to 4:30 pm",,(570) 517-3165,http://www.monroecountypa.gov/Dept/Voter/Pages/default.aspx,dropbox
Pennsylvannia,PA,Monroe,18360,Hughes Public Library,1002 N 9th St. ,Stroudsburg,"Monday & Tuesday &Wednesday: 9:00 am to 5:00 pm, Thursday: 9:00 am to 7:00 pm, Friday and Saturday: 9:00 am to 5:00 pm",,(570) 517-3165,http://www.monroecountypa.gov/Dept/Voter/Pages/default.aspx,other
Pennsylvannia,PA,Monroe,18360,Monroe County Office of Elections and Voter Registration,"One Quaker Plaza ,Room 105",Stroudsburg,8:30 AM to 4:30 PM Monday-Friday,,(570) 517-3165,http://www.monroecountypa.gov/Dept/Voter/Pages/default.aspx,clerk
Pennsylvannia,PA,Monroe,18466,Pocono Mountain Public Library,5500 Municipal Drive ,Tobyhannah,"Monday thru Friday : 9:30 am to 6:00 pm, Saturday : 9:30 am to 12:00 pm",,(570) 517-3165,http://www.monroecountypa.gov/Dept/Voter/Pages/default.aspx,dropbox
Pennsylvannia,PA,Monroe,18301,Smithfield Township,1155 Red Fox Road ,East Stroudsburg,Monday thru Friday : 8:00 am to 4:30 pm,,(570) 517-3165,http://www.monroecountypa.gov/Dept/Voter/Pages/default.aspx,dropbox
Pennsylvannia,PA,Monroe,18322,Western Pocono Community Library,131 Pilgrim Way ,Broadheadsville,"Monday/Wednesday/Thursday : 9:00 am to 8:00 pm, Tuesday and Friday: 9:00 am to 5:00 pm, Saturday: 9:00 am to 4:00 pm",,(570) 517-3165,http://www.monroecountypa.gov/Dept/Voter/Pages/default.aspx,dropbox
Pennsylvannia,PA,Montgomery,19027,Cheltenham Wall Park,1 Wall Park Drive ,Elkins,"October 3rd - October 30th: Monday/Wednesday/Friday - 9:00 AM through 4:00 PM, Tuesday & Thursday - 11:00 AM through 6:00 PM, Saturday & Sunday - 11:00 AM through 4:00 PM, October 31st & November 1st: Saturday & Sunday - 10:00 AM through 6:00 PM, November 2nd & November 3rd: Monday & Tuesday - 9:00 AM through 8:00 PM
",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
Pennsylvannia,PA,Montgomery,19446,Lansdale Church Road Parking Lot,226 Station Square Blvd. ,Lansdale,"October 3rd - October 30th: Monday/Wednesday/Friday - 9:00 AM through 4:00 PM, Tuesday & Thursday - 11:00 AM through 6:00 PM, Saturday & Sunday - 11:00 AM through 4:00 PM, October 31st & November 1st: Saturday & Sunday - 10:00 AM through 6:00 PM, November 2nd & November 3rd: Monday & Tuesday - 9:00 AM through 8:00 PM
",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
Pennsylvannia,PA,Montgomery,19010,Lower Merion Ludington Library,5 S.Bryn Mawr Ave. ,Bryn Mawr,"October 3rd - October 30th: Monday/Wednesday/Friday - 9:00 AM through 4:00 PM, Tuesday & Thursday - 11:00 AM through 6:00 PM, Saturday & Sunday - 11:00 AM through 4:00 PM, October 31st & November 1st: Saturday & Sunday - 10:00 AM through 6:00 PM, November 2nd & November 3rd: Monday & Tuesday - 9:00 AM through 8:00 PM
",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
Pennsylvannia,PA,Montgomery,19410,Montgomery County Board of Elections Office,One Montgomery Plaza ,Norristown,"October 10th to October 26th: Monday/Wednesday/Friday: 8am - 4:30pm, Tuesday/Thursday: 8am - 8pm, Saturday/Sunday"" 11am-4pm",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,clerk
Pennsylvannia,PA,Montgomery,19464,Montgomery County Community College West Campus,101 College Drive ,Pottstown,NA,,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
Pennsylvannia,PA,Montgomery,19401,Montgomery County Human Services Center,1430 Dekalb Street ,Norristown,"October 3rd - October 30th: Monday/Wednesday/Friday - 9:00 AM through 4:00 PM, Tuesday & Thursday - 11:00 AM through 6:00 PM, Saturday & Sunday - 11:00 AM through 4:00 PM, October 31st & November 1st: Saturday & Sunday - 10:00 AM through 6:00 PM, November 2nd & November 3rd: Monday & Tuesday - 9:00 AM through 8:00 PM
",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
Pennsylvannia,PA,Montgomery,19446,Montgomery County Lansdale Office,421 West Main Street ,Lansdale,"October 10th: 11am - 4pm, October 13th: 4pm-8pm, October 15th: 4pm -8 pm, October 17th: 11am-4pm, October 18th: 11am - 4pm, October 20th: 4pm - 8pm, October 22: 4pm - 8pm, October 24th: 11am - 4pm, October 25th: 11am-4pm, October 26th: 4pm - 8pm",,(610) 278-3275,https://www.montcopa.org/3599/Lansdale-Satellite-Office,clerk
Pennsylvannia,PA,Montgomery,19072,Montgomery County Magisterial District Court Office-Lower Merion,925 Montgomery Avenue ,Narberth,"October 11th: 11am - 4pm, October 13th: 4pm-8pm, October 15th: 4pm -8 pm, October 17th: 11am-4pm, October 18th: 11am - 4pm, October 20th: 4pm - 8pm, October 22: 4pm - 8pm, October 24th: 11am - 4pm, October 25th: 11am-4pm, October 26th: 4pm - 8pm",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,clerk
Pennsylvannia,PA,Montgomery,19090,Montgomery County Willow Grove Annex,102 N. York Road ,Willow Grove,"October 11th: 11am - 4pm, October 13th: 4pm-8pm, October 15th: 4pm -8 pm, October 17th: 11am-4pm, October 18th: 11am - 4pm, October 20th: 4pm - 8pm, October 22: 4pm - 8pm, October 24th: 11am - 4pm, October 25th: 11am-4pm, October 26th: 4pm - 8pm",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,clerk
Pennsylvannia,PA,Montgomery,19401,Norristown Airy Street Parking Lot,Corner of Dekalb and Airy Streets ,Norristown,"October 3rd - October 30th: Monday &Wednesday & Friday - 9:00 AM through 4:00 PM, Tuesday & Thursday - 11:00 AM through 6:00 PM, Saturday & Sunday - 11:00 AM through 4:00 PM, October 31st & November 1st: Saturday & Sunday - 10:00 AM through 6:00 PM, November 2nd & November 3rd: Monday & Tuesday - 9:00 AM through 8:00 PM
",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
Pennsylvannia,PA,Montgomery,19464,Pottstown Montgomery County Community College - West Campus,95 S. Hanover Street ,Pottstown,NA,,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,clerk
Pennsylvannia,PA,Montgomery,19468,Royersford Municipal Building,300 Main ,Royersford,"October 3rd - October 30th: Monday & Wednesday & Friday - 9:00 AM through 4:00 PM, Tuesday & Thursday - 11:00 AM through 6:00 PM, Saturday & Sunday - 11:00 AM through 4:00 PM, October 31st & November 1st: Saturday & Sunday - 10:00 AM through 6:00 PM, November 2nd & November 3rd: Monday & Tuesday - 9:00 AM through 8:00 PM
",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
Pennsylvannia,PA,Montgomery,19474,Skippack Skippack Municipal Building,4089 Heckler Road ,Skippack,"October 3rd - October 30th: Monday & Wednesday & Friday - 9:00 AM through 4:00 PM, Tuesday & Thursday - 11:00 AM through 6:00 PM, Saturday & Sunday - 11:00 AM through 4:00 PM, October 31st & November 1st: Saturday & Sunday - 10:00 AM through 6:00 PM, November 2nd & November 3rd: Monday & Tuesday - 9:00 AM through 8:00 PM
",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
Pennsylvannia,PA,Montgomery,19034,Upper Dublin Upper Dublin Municipal Building,801 Loch Alsh Avenue ,Fort Washington,"October 3rd - October 30th: Monday & Wednesday & Friday - 9:00 AM through 4:00 PM, Tuesday & Thursday - 11:00 AM through 6:00 PM, Saturday & Sunday - 11:00 AM through 4:00 PM, October 31st & November 1st: Saturday & Sunday - 10:00 AM through 6:00 PM, November 2nd & November 3rd: Monday & Tuesday - 9:00 AM through 8:00 PM
",,(610) 278-3275,https://www.montcopa.org/753/Voter-Services,dropbox
