CITY OF ADAMS -,1201,CLERK: JANET L WINTERS,https://cityofadamswi.org/,3/20/2020
ADAMS COUNTY,,,,
,,DEPUTY CLERK: BRENDA MEAD,,
,,"Municipal Address :101 N MAIN ST, ADAMS, WI",,
,,53910-9805,,
,,"Mailing Address :PO BOX 1009, ADAMS, WI 53910",,
,,-1009 ,,
,,Phone 1: (608)339-6516,,
,,Fax: (608)339-8170,,
Printed 8/7/2020 10:35:34 AM,,,,Page 4 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
ASHLAND COUNTY,,,,
TOWN OF AGENDA -,2002,CLERK: HOWARD SCHERWINSKI,,5/16/2019
ASHLAND COUNTY,,,,
,,"Municipal Address :73922 AGENDA RD,",,
,,"BUTTERNUT, WI 54514-8681",,
,,"Mailing Address :82479 COUNTY ROAD F,",,
,,"BUTTERNUT, WI 54514-8683 ",,
,,Phone 1: (715)769-3334,,
,,Phone 2: (715)769-3538,,
,,Fax: (715)769-3538,,
TOWN OF ASHLAND -,2004,CLERK: LEXI PIERCE,,2/5/2020
ASHLAND COUNTY,,,,
,,"Municipal Address :39227 STATE HIGHWAY 13,",,
,,"HIGHBRIDGE, WI 54846",,
,,"Mailing Address :38552 RYEFIELD ROAD,",,
,,"HIGHBRIDGE, WI 54846 ",,
,,Phone 1: (715)661-0622,,
TOWN OF CHIPPEWA -,2006,CLERK: CINDY PRITZL,http://www.townofchippewawi.com/,12/28/2017
ASHLAND COUNTY,,,,
,,"Municipal Address :77504 WEST RD,",,
,,"BUTTERNUT, WI 54514-9154",,
,,"Mailing Address :PO BOX 276, BUTTERNUT, WI",,
,,54514-0276 ,,
,,Phone 1: (715)769-3126,,
,,Phone 2: (715)769-3239,,
,,Fax: (715)769-3683,,
TOWN OF GINGLES -,2008,CLERK: TRACI BEIERSDORFF,,1/30/2020
ASHLAND COUNTY,,,,
,,"Municipal Address :49833 STATE HIGHWAY 112,",,
,,"ASHLAND, WI 54806-4411",,
,,"Mailing Address :PO BOX 928, ASHLAND, WI",,
,,54806-0928 ,,
,,Phone 1: (715)682-8297,,
TOWN OF GORDON -,2010,CLERK: ASHLEY PANKRATZ,,8/6/2020
ASHLAND COUNTY,,,,
,,"Municipal Address :24357 GORDON LAKE RD,",,
,,"GLIDDEN, WI 54527-9155",,
,,"Mailing Address :PO BOX 85, GLIDDEN, WI 54527-",,
,,85,,
,,Phone 1: (715)264-2460,,
,,Fax: (715)264-244,,
Printed 8/7/2020 10:35:34 AM,,,,Page 5 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF JACOBS -,2012,CLERK: KATHLEEN BAY,,1/9/2020
ASHLAND COUNTY,,,,
,,"Municipal Address :23 N GRANT ST, GLIDDEN, WI",,
,,54527,,
,,"Mailing Address :PO BOX 184, GLIDDEN, WI",,
,,54527-0184 ,,
,,Phone 1: (715)264-4851,,
,,Fax: (715)264-4851,,
TOWN OF LA POINTE -,2014,CLERK: MICAELA MONTAGNE,https://www.townoflapointewi.gov/,3/8/2018
ASHLAND COUNTY,,,,
,,DEPUTY CLERK: BARBARA NELSON,,
,,"Municipal Address :240 BIG BAY RD, LA POINTE,",,
,,WI 54850,,
,,"Mailing Address :PO BOX 270, LA POINTE, WI",,
,,54850-0270 ,,
,,Phone 1: (715)747-6913,,
,,Fax: (715)747-6654,,
TOWN OF MARENGO -,2016,CLERK: DONNA KOOSMANN,,4/19/2019
ASHLAND COUNTY,,,,
,,"Municipal Address :63478 COUNTY HIGHWAY C,",,
,,"MARENGO, WI 54855-2409",,
,,"Mailing Address :43880 STATE HIGHWAY 112,",,
,,"ASHLAND, WI 54806 ",,
,,Phone 1: (715)278-3276,,
,,Phone 2: (715)292-4740,,
TOWN OF MORSE -,2018,CLERK: TRACI JONES,,1/19/2018
ASHLAND COUNTY,,,,
,,"Municipal Address :402 2ND AVE, MELLEN, WI",,
,,54546-8904,,
,,"Mailing Address :PO BOX 227, MELLEN, WI 54546",,
,,-0227 ,,
,,Phone 1: (715)274-2126,,
,,Phone 2: (715)274-2062,,
,,Fax: (715)274-2126,,
TOWN OF PEEKSVILLE -,2020,CLERK: PATRICIA CEBERY,,3/19/2019
ASHLAND COUNTY,,,,
,,"Municipal Address :78746 PEEKSVILLE RD,",,
,,"BUTTERNUT, WI 54514-9195",,
,,"Mailing Address :79242 SINKHOLE RD, GLIDDEN,",,
,,WI 54527-9021 ,,
,,Phone 1: (715)264-2418,,
,,Fax: (715)264-2151,,
Printed 8/7/2020 10:35:34 AM,,,,Page 6 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF SANBORN -,2022,CLERK: JAMIE WEAVER,http://www.townofsanborn.com/,3/19/2019
ASHLAND COUNTY,,,,
,,"Municipal Address :69393 HIGHWAY 2, ASHLAND,",,
,,WI 54806-0970,,
,,"Mailing Address :PO BOX 1021, ASHLAND, WI",,
,,54806-1021 ,,
,,Phone 1: (715)292-3581,,
,,Phone 2: (715)682-8210,,
TOWN OF,2024,CLERK: CYNTHIA EDER,,8/30/2018
SHANAGOLDEN -,,,,
,,"Municipal Address :74268 MERTIG RD, GLIDDEN,",,
ASHLAND COUNTY,,WI 54527-9737,,
,,"Mailing Address :19965 BAY RD, GLIDDEN, WI",,
,,54527-9688 ,,
,,Phone 1: (715)264-5899,,
,,Fax: (715)264-5899,,
TOWN OF WHITE RIVER,2026,CLERK: SHELLEY JOLMA,,12/6/2019
- ASHLAND COUNTY,,,,
,,"Municipal Address :61939 STATE HIGHWAY 112,",,
,,"ASHLAND, WI 54806",,
,,"Mailing Address :65273 CHARLES JOHNSON RD,",,
,,"ASHLAND, WI 54806 ",,
,,Phone 1: (715)278-3752,,
,,Phone 2: (715)209-8090,,
VILLAGE OF,2106,CLERK: CINDY L PRITZL,http://www.butternutwi.com/,12/28/2017
BUTTERNUT - ASHLAND,,,,
,,"Municipal Address :301 W MICHIGAN ST,",,
COUNTY,,"BUTTERNUT, WI 54514-9782",,
,,"Mailing Address :PO BOX 276, BUTTERNUT, WI",,
,,54514-0276 ,,
,,Phone 1: (715)769-3113,,
,,Fax: (715)769-3683,,
CITY OF ASHLAND -,2201,CLERK: DENISE OLIPHANT,http://www.coawi.org/,12/4/2019
MULTIPLE COUNTIES,,,,
,,DEPUTY CLERK: SARAH SZYMANIAK,,
,,"Municipal Address :601 MAIN ST W, ASHLAND, WI",,
,,54806-1537,,
,,"Mailing Address :601 MAIN ST W, ASHLAND, WI",,
,,54806-1537 ,,
,,Phone 1: (715)682-7071,,
,,Phone 2: (715)685-1600,,
,,Fax: (715)682-7048,,
Printed 8/7/2020 10:35:34 AM,,,,Page 7 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
CITY OF MELLEN -,2251,CLERK: GWEN WATSON,http://www.mellenwi.com/,2/25/2020
ASHLAND COUNTY,,,,
,,DEPUTY CLERK: BECKY SCRIBNER,,
,,"Municipal Address :102 BENNETT ST, MELLEN,",,
,,WI 54546-9704,,
,,"Mailing Address :PO BOX 708, MELLEN, WI 54546",,
,,-0708 ,,
,,Phone 1: (715)274-2136,,
,,Fax: (715)274-3707,,
Printed 8/7/2020 10:35:34 AM,,,,Page 8 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
BARRON COUNTY,,,,
TOWN OF ALMENA -,3002,CLERK: LOIS HOFF,http://townofalmena.com,2/5/2020
BARRON COUNTY,,,,
,,"Municipal Address :211 SOO AVE, ALMENA, WI",,
,,54805,,
,,"Mailing Address :1259 4TH ST, Almena, WI 54805-",,
,,185,,
,,Phone 1: (715)554-3107,,
TOWN OF ARLAND -,3004,CLERK: PAMELA Y FALL,www.townofarland.com,10/16/2018
BARRON COUNTY,,,,
,,"Municipal Address :653 9TH AVE, CLAYTON, WI",,
,,54004-9088,,
,,"Mailing Address :686 7TH AVE, CLAYTON, WI",,
,,54004-9032 ,,
,,Phone 1: (715)455-1074,,
,,Fax: (715)357-3675,,
TOWN OF BARRON -,3006,CLERK: JILL SADTLER,https://www.townofbarron.com,10/17/2019
BARRON COUNTY,,,,
,,"Municipal Address :1307 16th St, Barron, WI 54812",,
,,-8724,,
,,"Mailing Address :1408 14th Ave, Barron, WI 54812 ",,
,,Phone 1: (715)790-7100,,
TOWN OF BEAR LAKE -,3008,CLERK: PAMELA GANNON,http://townofbearlake.com,7/5/2018
BARRON COUNTY,,,,
,,"Municipal Address :2498 17TH ST, RICE LAKE, WI",,
,,54868-9517,,
,,"Mailing Address :2662 16TH ST, RICE LAKE, WI",,
,,54868-9344 ,,
,,Phone 1: (715)234-3822,,
,,Phone 2: (715)931-8363,,
TOWN OF CEDAR LAKE -,3010,CLERK: MARY HELEN M. DREW,http://www.cedarlakets.com,11/30/2018
BARRON COUNTY,,,,
,,"Municipal Address :2696 MAIN ST, MIKANA, WI",,
,,54857,,
,,"Mailing Address :2706 27TH AVE, MIKANA, WI",,
,,54857,,
,,Phone 1: (715)234-4333,,
TOWN OF CHETEK -,3012,CLERK: KRISTY TROWBRIDGE,,12/28/2017
BARRON COUNTY,,,,
,,"Municipal Address :213 KNAPP ST, CHETEK, WI",,
,,54728-4125,,
,,"Mailing Address :1071 24 3/4 ST, CAMERON, WI",,
,,54822-9749 ,,
,,Phone 1: (715)859-6708,,
Printed 8/7/2020 10:35:34 AM,,,,Page 9 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF CLINTON -,3014,CLERK: MELANIE MILLER,http://clintonwi.org,12/11/2018
BARRON COUNTY,,,,
,,"Municipal Address :940 14TH AVE, POSKIN, WI",,
,,54812-9402,,
,,"Mailing Address :1717 9 1/2 ST, BARRON, WI",,
,,54812-9004 ,,
,,Phone 1: (715)418-0210,,
TOWN OF CRYSTAL,3016,CLERK: ARLENE MAE FRISINGER,,1/9/2018
LAKE - BARRON,,,,
,,"Municipal Address :164 22ND AVE, COMSTOCK,",,
COUNTY,,WI 54826-9752,,
,,"Mailing Address :PO BOX 757, COMSTOCK, WI",,
,,54826-0757 ,,
,,Phone 1: (715)822-4612,,
,,Phone 2: (715)822-2752,,
TOWN OF CUMBERLAND,3018,CLERK: HOLLY NYHUS,,6/21/2017
- BARRON COUNTY,,,,
,,"Municipal Address :902 20TH AVE,",,
,,"CUMBERLAND, WI 54829",,
,,"Mailing Address :1876 7TH ST, CUMBERLAND, WI",,
,,54829-9604 ,,
,,Phone 1: (715)357-6154,,
,,Fax: (715)822-2762,,
TOWN OF DALLAS -,3020,CLERK: KAROLYN BARTLETT,,9/19/2018
BARRON COUNTY,,,,
,,"Municipal Address :517 14 1/2 ST, DALLAS, WI",,
,,54733-9640,,
,,"Mailing Address :517 14 1/2 ST, DALLAS, WI",,
,,54733-9640 ,,
,,Phone 1: (715)837-1039,,
TOWN OF DOVRE -,3022,CLERK: LOUISE CODY,http://www.townofdovre.com/,6/26/2020
BARRON COUNTY,,,,
,,"Municipal Address :304 25 1/2 ST, CHETEK, WI",,
,,54728-6321,,
,,"Mailing Address :304 25 1/2 ST, CHETEK, WI",,
,,54728-6321 ,,
,,Phone 1: (715)933-2331,,
,,Phone 2: (715)933-2331,,
Printed 8/7/2020 10:35:34 AM,,,,Page 10 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF DOYLE -,3024,CLERK: VICTOR DROST,http://www.townofdoyle.com,11/2/2017
BARRON COUNTY,,,,
,,DEPUTY CLERK: JANICE C STEARNS,,
,,"Municipal Address :2248 27th St, Rice Lake, WI",,
,,54868,,
,,"Mailing Address :2248 27th St, Rice Lake, WI",,
,,54868,,
,,Phone 1: (715)651-8157,,
,,Phone 2: (715)234-4482,,
TOWN OF LAKELAND -,3026,CLERK: DANIELLE MAXWELL-PARKER,http://townoflakelandwi.com,1/22/2020
BARRON COUNTY,,,,
,,"Municipal Address :791 29 11/16 AVE,",,
,,"BARRONETT, WI 54813-9414",,
,,"Mailing Address :PO BOX 28, BARRONETT, WI",,
,,54813-0028 ,,
,,Phone 1: (715)822-2775,,
,,Phone 2: (715)529-2741,,
,,Fax: (715)822-2789,,
TOWN OF MAPLE,3028,CLERK: MARY CARR,,11/2/2017
GROVE - BARRON,,,,
,,"Municipal Address :753 14 1/2 St, Hillsdale, WI",,
COUNTY,,54733-9464,,
,,"Mailing Address :1355 9th Ave, Hillsdale, WI 54733-",,
,,9464,,
,,Phone 1: (715)651-9669,,
TOWN OF MAPLE PLAIN,3030,CLERK: DANIELLE E MAXWELL-PARKER,https://townofmapleplainwi.com,3/23/2020
- BARRON COUNTY,,,,
,,"Municipal Address :397 26TH AVE,",,
,,"CUMBERLAND, WI 54829-9013",,
,,"Mailing Address :PO BOX 1319, CUMBERLAND,",,
,,WI 54829-1319 ,,
,,Phone 1: (715)822-8913,,
,,Phone 2: (715)529-2741,,
TOWN OF OAK GROVE -,3032,CLERK: JACQUE SCHAFFER,,3/8/2018
BARRON COUNTY,,,,
,,"Municipal Address :2738 22ND ST, RICE LAKE, WI",,
,,54868-9767,,
,,"Mailing Address :1971 30TH AVE, RICE LAKE, WI",,
,,54868-9357 ,,
,,Phone 1: (715)296-0440,,
Printed 8/7/2020 10:35:34 AM,,,,Page 11 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF PRAIRIE,3034,CLERK: VICKIE BUCK,,5/25/2017
FARM - BARRON,,,,
,,"Municipal Address :865 3 2 3/4 AVE, PRAIRIE",,
COUNTY,,"FARM, WI 54762",,
,,"Mailing Address :624 1ST AVE, PRAIRIE FARM,",,
,,WI 54762-9406 ,,
,,Phone 1: (715)495-2798,,
,,Phone 2: (715)455-1474,,
TOWN OF PRAIRIE LAKE,3036,CLERK: MEGAN REICHERT,https://www.townofprairielake.com/,1/7/2020
- BARRON COUNTY,,,,
,,DEPUTY CLERK: KARN MOE,,
,,"Municipal Address :796 21ST ST, CHETEK, WI",,
,,54728-9723,,
,,"Mailing Address :796 21ST ST, CHETEK, WI 54728",,
,,-9723 ,,
,,Phone 1: (715)924-2580,,
,,Fax: (715)924-1864,,
TOWN OF RICE LAKE -,3038,CLERK: JANET TOMESH,https://townofricelake.com/,9/25/2019
BARRON COUNTY,,,,
,,DEPUTY CLERK: MARY DODGE,,
,,"Municipal Address :1830 MACAULEY AVE, RICE",,
,,"LAKE, WI 54868-2909",,
,,"Mailing Address :1830 MACAULEY AVE, RICE",,
,,"LAKE, WI 54868-2909 ",,
,,Phone 1: (715)234-8087,,
,,Fax: (715)234-8087,,
TOWN OF SIOUX CREEK,3040,CLERK: LIZA SCHROEDER,www.townofsiouxcreek.com,3/19/2019
- BARRON COUNTY,,,,
,,"Municipal Address :2067 3 1/2 AVE, CHETEK, WI",,
,,54728-9362,,
,,"Mailing Address :2077 3 1/2 AVE, CHETEK, WI",,
,,54728-9362 ,,
,,Phone 1: (715)837-1007,,
,,Fax: (715)837-1007,,
TOWN OF STANFOLD -,3042,CLERK: KRISTEN K FOUST,http://stanfold.org/,10/23/2019
BARRON COUNTY,,,,
,,"Municipal Address :2097 15TH STREET, RICE",,
,,"LAKE, WI 54868",,
,,"Mailing Address :2817 15TH AVE., RICE LAKE, WI",,
,,54868,,
,,Phone 1: (715)475-9363,,
Printed 8/7/2020 10:35:34 AM,,,,Page 12 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
TOWN OF STANLEY -,3044,CLERK: JIM HESSEL,,11/2/2018
BARRON COUNTY,,,,
,,"Municipal Address :2026 15TH AVE, CAMERON,",,
,,WI 54822-4400,,
,,"Mailing Address :1328 18 3/4 ST, CAMERON, WI",,
,,54822-9512 ,,
,,Phone 1: (715)458-4783,,
,,Fax: (715)458-4782,,
TOWN OF SUMNER -,3046,CLERK: SANDRA TOMCZAK,http://townofsumner-wi.com,12/20/2017
BARRON COUNTY,,,,
,,DEPUTY CLERK: ELIZABETH BARTSCH,,
,,"Municipal Address :1550 24 1/2 ST, RICE LAKE,",,
,,WI 54868-8725,,
,,"Mailing Address :2551 15 1/4 AVE, RICE LAKE, WI",,
,,54868-8747 ,,
,,Phone 1: (715)859-6520,,
TOWN OF TURTLE LAKE,3048,CLERK: KATHRYN STEFFEN,,3/18/2019
- BARRON COUNTY,,,,
,,"Municipal Address :1076 3RD ST, TURTLE LAKE,",,
,,WI 54889-8867,,
,,"Mailing Address :485 11 1/2 AVE, TURTLE LAKE,",,
,,WI 54889-8867 ,,
,,Phone 1: (715)357-0045,,
,,Phone 2: (715)781-4993,,
TOWN OF VANCE,3050,CLERK: GLENNIS LYNCH,http://www.townofvancecreek.com/,1/16/2020
CREEK - BARRON,,,,
,,DEPUTY CLERK: MARGE MARLETT,,
COUNTY,,,,
,,"Municipal Address :174 2nd Ave & County Hwy A,",,
,,"Reeve, WI 54004",,
,,"Mailing Address :319 1st Ave., CLAYTON, WI",,
,,54004-8933 ,,
,,Phone 1: (715)263-2210,,
,,Phone 2: (715)455-1432,,
VILLAGE OF ALMENA -,3101,CLERK: KIM BAUER,http://villageofalmena.com,4/29/2019
BARRON COUNTY,,,,
,,"Municipal Address :131 SOO AVE EAST, ALMENA,",,
,,WI 54805,,
,,"Mailing Address :PO BOX 277, ALMENA, WI 54805",,
,,-0277 ,,
,,Phone 1: (715)357-6600,,
,,Fax: (715)357-6601,,
Printed 8/7/2020 10:35:34 AM,,,,Page 13 of 402
STATE OF WISCONSIN,,,WI_R_ELE_MUNICLRK,
,,,8/7/2020 10:35:34 AM,
,,Municipal Clerks,,
Municipality,HINDI,Clerk Contact Information,Web Site,Last Updated
VILLAGE OF CAMERON -,3111,CLERK: ROGER M OLSON,http://villageofcameron.com,1/26/2018
BARRON COUNTY,,,,
,,DEPUTY CLERK: DOROTHY RYBA,,
,,"Municipal Address :300 N 1ST ST, CAMERON, WI",,
,,54822-9708,,
,,"Mailing Address :PO BOX 387, CAMERON, WI",,
,,54822-0387 ,,
,,Phone 1: (715)458-2117,,
,,Fax: (715)458-4235,,
VILLAGE OF DALLAS -,3116,CLERK: LUCILLE GUIBORD,http://www.dallaswi.com/,10/28/2019
BARRON COUNTY,,,,
,,"Municipal Address :100 DALLAS ST W, DALLAS,",,
,,WI 54733,,
,,"Mailing Address :PO BOX 84, DALLAS, WI 54733-",,
,,84,,
,,Phone 1: (715)837-1186,,
,,Phone 2: (715)837-1437,,
,,Fax: (715)837-1329,,
VILLAGE OF HAUGEN -,3136,CLERK: HEATHER LONG,http://www.villageofhaugen.com/,11/27/2019
BARRON COUNTY,,,,
,,"Municipal Address :104 3RD ST, HAUGEN, WI",,
,,54841,,
,,"Mailing Address :PO BOX 234, HAUGEN, WI 54841",,
,,-0234 ,,
,,Phone 1: (715)234-8014,,
