,"STREET, PORTAGE, WI 53901",,
,Phone 1: (608)742-9654,,
,Fax: (608)742-9602,,
CRAWFORD COUNTY - 12,COUNTY CLERK: JANET GEISLER,https://www.crawfordcountywi.org/,6/8/2020
,COUNTY DEPUTY CLERK: ROBERTA FISHER,,
,"MUNICIPAL ADDRESS :220 N BEAUMONT RD, PR",,
,"DU CHIEN, WI 53821-1447",,
,MAILING ADDRESS :225 N BEAUMONT RD STE,,
,"210, PR DU CHIEN, WI 53821-1445",,
,Phone 1: (608)326-0200,,
,Fax: (608)326-0213,,
DANE COUNTY - 13,COUNTY CLERK: SCOTT MCDONELL,https://www.countyofdane.com/,11/29/2016
,COUNTY DEPUTY CLERK: PATTI ANDERSON,,
,MUNICIPAL ADDRESS :CITY-COUNTY BLDG RM,,
,"106A, MADISON, WI 53703",,
,MAILING ADDRESS :210 ML KING JR BLVD RM,,
,"106A, MADISON, WI 53703-3342",,
,Phone 1: (608)266-4121,,
,Fax: (608)266-4361,,
Printed 8/7/2020 10:34:36 AM,,,Page 3 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
DODGE COUNTY - 14,COUNTY CLERK: KAREN J GIBSON,https://www.co.dodge.wi.gov/,9/2/2016
,COUNTY DEPUTY CLERK: SHELBY J MILLER,,
,"MUNICIPAL ADDRESS :127 E OAK ST, JUNEAU, WI",,
,53039-1329,,
,"MAILING ADDRESS :127 E OAK ST, JUNEAU, WI",,
,53039-1329,,
,Phone 1: (920)386-3605,,
,Fax: (920)386-4292,,
DOOR COUNTY - 15,COUNTY CLERK: JILL M LAU,https://www.doorcounty.com/,12/8/2017
,COUNTY DEPUTY CLERK: BARB PAVLIK,,
,"MUNICIPAL ADDRESS :421 NEBRASKA ST,",,
,"STURGEON BAY, WI 54235-2225",,
,"MAILING ADDRESS :421 NEBRASKA ST,",,
,"STURGEON BAY, WI 54235-2225",,
,Phone 1: (920)746-2200,,
,Fax: (920)746-2330,,
DOUGLAS COUNTY - 16,COUNTY CLERK: SUSAN T SANDVICK,https://www.douglascountywi.org,4/27/2017
,COUNTY DEPUTY CLERK: CHERYL WESTMAN,,
,"MUNICIPAL ADDRESS :1313 BELKNAP ST RM 101,",,
,"SUPERIOR, WI 54880-2781",,
,"MAILING ADDRESS :1313 BELKNAP ST RM 101,",,
,"SUPERIOR, WI 54880-2781",,
,Phone 1: (715)395-1568,,
,Fax: (715)395-1421,,
DUNN COUNTY - 17,COUNTY CLERK: JULIE A WATHKE,https://www.co.dunn.wi.us/,11/7/2019
,COUNTY DEPUTY CLERK: CHRISTINE SOULES,,
,"MUNICIPAL ADDRESS :3001 US HIGHWAY 12 E,",,
,"STE 102B MENOM-ONIE, WI  54751",,
,"MAILING ADDRESS :3001 US HIGHWAY 12 E, STE",,
,"102B MENOM-ONIE, WI  54751",,
,Phone 1: (715)232-1677,,
,Fax: (715)232-2534,,
Printed 8/7/2020 10:34:36 AM,,,Page 4 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
EAU CLAIRE COUNTY - 18,COUNTY CLERK: JANET LOOMIS,https://www.co.eau-claire.wi.us/,1/27/2017
,"MUNICIPAL ADDRESS :721 OXFORD AVE, EAU",,
,"CLAIRE, WI 54703-5212",,
,"MAILING ADDRESS :721 OXFORD AVE, EAU",,
,"CLAIRE, WI 54703-5212",,
,Phone 1: (715)839-4803,,
,Fax: (715)839-4854,,
FLORENCE COUNTY - 19,COUNTY CLERK: DONNA TRUDELL,https://www.florencecountywi.com/,4/27/2017
,COUNTY DEPUTY CLERK: KELLY J PREVOST,,
,"MUNICIPAL ADDRESS :501 LAKE AVE, FLORENCE,",,
,WI 54121-8805,,
,"MAILING ADDRESS :501 LAKE AVE, FLORENCE, WI",,
,54121-8805,,
,Phone 1: (715)528-3201,,
,Fax: (715)528-4762,,
FOND DU LAC COUNTY - 20,COUNTY CLERK: LISA FREIBERG,http://www.fdlco.wi.gov/,10/31/2016
,COUNTY DEPUTY CLERK: KEEFE URBAN,,
,"MUNICIPAL ADDRESS :160 S MACY ST, FOND DU",,
,"LAC, WI 54935-4241",,
,"MAILING ADDRESS :160 S MACY ST, FOND DU",,
,"LAC, WI 54935-4241",,
,Phone 1: (920)929-3008,,
,Fax: (920)929-3293,,
FOREST COUNTY - 21,COUNTY CLERK: NORA MATUSZEWSKI,http://www.co.forest.wi.gov/,5/24/2016
,COUNTY DEPUTY CLERK: ERIN MAYER,,
,"MUNICIPAL ADDRESS :200 E MADISON ST,",,
,"CRANDON, WI 54520-1415",,
,"MAILING ADDRESS :200 E MADISON ST,",,
,"CRANDON, WI 54520-1415",,
,Phone 1: (715)478-2422,,
,Fax: (715)478-5175,,
Printed 8/7/2020 10:34:36 AM,,,Page 5 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
GRANT COUNTY - 22,COUNTY CLERK: LINDA GEBHARD,http://www.co.grant.wi.gov/,4/27/2017
,COUNTY DEPUTY CLERK: KARLA SCHWANTES,,
,"MUNICIPAL ADDRESS :111 S JEFFERSON ST,",,
,"LANCASTER, WI 53813-1666",,
,"MAILING ADDRESS :111 S JEFFERSON ST,",,
,"LANCASTER, WI 53813-1666",,
,Phone 1: (608)723-2675,,
,Fax: (608)723-4048,,
GREEN COUNTY - 23,COUNTY CLERK: ARIANNA VOEGELI,http://www.co.green.wi.gov/,7/8/2020
,COUNTY DEPUTY CLERK: JUDY EVERSON,,
,"MUNICIPAL ADDRESS :1016 16TH AVE, MONROE,",,
,WI 53566-1702,,
,"MAILING ADDRESS :1016 16TH AVE, MONROE, WI",,
,53566-1702,,
,Phone 1: (608)328-9430,,
,Fax: (608)328-2835,,
GREEN LAKE COUNTY - 24,COUNTY CLERK: ELIZABETH OTTO,https://www.co.green-lake.wi.us/,5/15/2019
,COUNTY DEPUTY CLERK: SAMANTHA STOBBE,,
,"MUNICIPAL ADDRESS :571 COUNTY ROAD A,",,
,"GREEN LAKE, WI 54941",,
,"MAILING ADDRESS :571 COUNTY ROAD A, GREEN",,
,"LAKE, WI 54941",,
,Phone 1: (920)294-4005,,
,Phone 2: (920)294-4010,,
,Fax: (920)294-4009,,
IOWA COUNTY - 25,COUNTY CLERK: GREG KLUSENDORF,https://www.iowacounty.org/,7/28/2017
,COUNTY DEPUTY CLERK: KRIS SPURLEY,,
,"MUNICIPAL ADDRESS :222 N IOWA ST,",,
,"DODGEVILLE, WI 53533-1540",,
,"MAILING ADDRESS :222 N IOWA ST, DODGEVILLE,",,
,WI 53533-1540,,
,Phone 1: (608)935-0399,,
,Fax: (608)935-3024,,
IRON COUNTY - 26,COUNTY CLERK: MICHAEL SAARI,http://www.co.iron.wi.gov/,4/27/2017
,COUNTY DEPUTY CLERK: KATHY BRAUER,,
,"MUNICIPAL ADDRESS :300 TACONITE ST STE 101,",,
,"HURLEY, WI 54534-1546",,
,"MAILING ADDRESS :300 TACONITE ST, HURLEY,",,
,WI 54534-1546,,
Printed 8/7/2020 10:34:36 AM,,,Page 6 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
,Phone 1: (715)561-3375,,
,Fax: (715)561-2928,,
JACKSON COUNTY - 27,COUNTY CLERK: KYLE DENO,https://www.co.jackson.wi.us/,1/9/2020
,COUNTY DEPUTY CLERK: MARY JOHNSON,,
,MUNICIPAL ADDRESS :COURTHOUSE 307 MAIN,,
,"ST, BLACK RIVER FALLS, WI 54615",,
,MAILING ADDRESS :COURTHOUSE 307 MAIN,,
,"STREET, BLACK RIVER FALLS, WI 54615",,
,Phone 1: (715)284-0201 EXT 268,,
,Fax: (715)284-0278,,
JEFFERSON COUNTY - 28,COUNTY CLERK: AUDREY MCGRAW,https://www.jeffersoncountywi.gov/,4/5/2019
,COUNTY DEPUTY CLERK: DEB SCHROEDL,,
,"MUNICIPAL ADDRESS :311 S CENTER AVE,",,
,"JEFFERSON, WI 53549-1701",,
,"MAILING ADDRESS :311 S CENTER AVE,",,
,"JEFFERSON, WI 53549-1701",,
,Phone 1: (920)674-7144,,
,Fax: (920)674-7368,,
JUNEAU COUNTY - 29,COUNTY CLERK: TERRI L TREPTOW,http://www.co.juneau.wi.gov/,12/30/2016
,COUNTY DEPUTY CLERK: HANNAH TOVSEN,,
,"MUNICIPAL ADDRESS :220 E STATE ST RM 112,",,
,"MAUSTON, WI 53948-1348",,
,"MAILING ADDRESS :220 E STATE ST RM 112,",,
,"MAUSTON, WI 53948-1348",,
,Phone 1: (608)847-9300,,
,Phone 2: (608)847-9302,,
,Fax: (608)847-9402,,
KENOSHA COUNTY - 30,COUNTY CLERK: REGI BACHOCHIN,http://www.kenoshacounty.org/,1/2/2020
,COUNTY DEPUTY CLERK: REGI BACHOCHIN,,
,"MUNICIPAL ADDRESS :1010 56TH ST, KENOSHA,",,
,WI 53140-3738,,
,"MAILING ADDRESS :1010 56TH ST, KENOSHA, WI",,
,53140-3738,,
,Phone 1: (262)653-2477,,
,Phone 2: (262)653-2455,,
,Fax: (262)653-2564,,
Printed 8/7/2020 10:34:36 AM,,,Page 7 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
KEWAUNEE COUNTY - 31,COUNTY CLERK: JAMIE ANNOYE,http://www.kewauneeco.org/,5/4/2020
,COUNTY DEPUTY CLERK: DEBBIE MILLER,,
,"MUNICIPAL ADDRESS :810 LINCOLN ST,",,
,"KEWAUNEE, WI 54216-1140",,
,"MAILING ADDRESS :810 LINCOLN ST, KEWAUNEE,",,
,WI 54216-1140,,
,Phone 1: (920)388-7133,,
,Fax: (920)388-7195,,
LA CROSSE COUNTY - 32,COUNTY CLERK: GINNY DANKMEYER,http://lacrossecounty.org/,8/15/2017
,COUNTY DEPUTY CLERK: MELISSA ERDMAN,,
,MUNICIPAL ADDRESS :"212 6TH STREET N ROOM,",,
,"1500 LA CROSSE, WI",54601,
,MAILING ADDRESS :212 6TH STREET N ROOM,,
,"1500 LA CROSSE, WI",54601,
,Phone 1: (608)785-9581,,
,Fax: (608)785-9741,,
LAFAYETTE COUNTY - 33,COUNTY CLERK: CARLA M JACOBSON,https://www.lafayettecountywi.org/,11/21/2019
,COUNTY DEPUTY CLERK: LAURIE J MONSON,,
,"MUNICIPAL ADDRESS :626 MAIN ST,",,
,"DARLINGTON, WI 53530-1397",,
,"MAILING ADDRESS :626 MAIN ST, DARLINGTON,",,
,WI 53530-1397,,
,Phone 1: (608)776-4850,,
,Phone 2: (608)776-4856,,
,Fax: (608)776-8893,,
LANGLADE COUNTY - 34,COUNTY CLERK: JUDY NAGEL,https://www.co.langlade.wi.us/,1/26/2017
,COUNTY DEPUTY CLERK: REBECCA RANK,,
,"MUNICIPAL ADDRESS :800 CLERMONT ST RM 202,",,
,"ANTIGO, WI 54409-1947",,
,"MAILING ADDRESS :800 CLERMONT ST RM 202,",,
,"ANTIGO, WI 54409-1947",,
,Phone 1: (715)627-6200,,
,Fax: (715)627-6303,,
LINCOLN COUNTY - 35,COUNTY CLERK: CHRISTOPHER J MARLOWE,https://co.lincoln.wi.us/,4/27/2017
,COUNTY DEPUTY CLERK: DEBBIE A RAUCHLE,,
,"MUNICIPAL ADDRESS :801 N SALES ST STE 201,",,
,"MERRILL, WI 54452-1632",,
,"MAILING ADDRESS :801 N SALES ST STE 201,",,
,"MERRILL, WI 54452-1632",,
Printed 8/7/2020 10:34:36 AM,,,Page 8 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
,Phone 1: (715)539-1019,,
,Fax: (715)539-8054,,
MANITOWOC COUNTY - 36,COUNTY CLERK: JESSICA BACKUS,http://www.co.manitowoc.wi.us/,1/31/2019
,COUNTY DEPUTY CLERK: LINDA HERMAN,,
,"MUNICIPAL ADDRESS :1010 S 8TH ST,",,
,"MANITOWOC, WI 54220",,
,"MAILING ADDRESS :1010 S 8TH ST, MANITOWOC,",,
,WI 54220,,
,Phone 1: (920)683-4004,,
,Phone 2: (920)683-4005,,
,Fax: (920)683-5180,,
MARATHON COUNTY - 37,COUNTY CLERK: KIM TRUEBLOOD,http://www.co.marathon.wi.us/,6/4/2020
,COUNTY DEPUTY CLERK: BARBARA STEPAN,,
,MUNICIPAL ADDRESS :COURTHOUSE 500,,
,"FOREST ST, WAUSAU, WI 54403",,
,"MAILING ADDRESS :500 FOREST ST, WAUSAU, WI",,
,54403-5554,,
,Phone 1: (715)261-1501,,
,Phone 2: (715)261-1505,,
,Fax: (715)261-1515,,
MARINETTE COUNTY - 38,COUNTY CLERK: KATHY BRANDT,http://www.marinettecounty.com/,6/28/2016
,COUNTY DEPUTY CLERK: BOBBIE JEAN,,
,BORKOWSKI,,
,"MUNICIPAL ADDRESS :1926 HALL AVE,",,
,"MARINETTE, WI 54143-1717",,
,"MAILING ADDRESS :1926 HALL AVE, MARINETTE,",,
,WI 54143-1717,,
,Phone 1: (715)732-7406,,
,Fax: (715)732-7532,,
MARQUETTE COUNTY - 39,COUNTY CLERK: GARY L SORENSEN,http://www.co.marquette.wi.us/,7/7/2017
,COUNTY DEPUTY CLERK: DEBRA KEMNITZ,,
,"MUNICIPAL ADDRESS :77 W PARK ST, MONTELLO,",,
,WI 53949-9366,,
,"MAILING ADDRESS :PO BOX 186, MONTELLO, WI",,
,53949-9366,,
,Phone 1: (608)297-3016,,
,Fax: (608)297-7606,,
Printed 8/7/2020 10:34:36 AM,,,Page 9 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
MENOMINEE COUNTY - 40,COUNTY CLERK: LAURE PECORE,http://www.co.menominee.wi.us/,7/8/2020
,COUNTY DEPUTY CLERK: MISTY WAUKAU,,
,"MUNICIPAL ADDRESS :3269 COURTHOUSE LANE,",,
,"KESHENA, WI 54135",,
,"MAILING ADDRESS :PO BOX 341, KESHENA, WI",,
,54135-0341,,
,Phone 1: (715)799-3311,,
,Phone 2: (715)799-3308,,
,Fax: (715)799-1322,,
MILWAUKEE COUNTY - 41,COUNTY CLERK: GEORGE CHRISTENSON,https://county.milwaukee.gov/,1/9/2017
,COUNTY DEPUTY CLERK: JULIETTA HENRY,,
,"MUNICIPAL ADDRESS :901 N 9TH ST RM 3,",,
,"MILWAUKEE, WI 53233-1425",,
,"MAILING ADDRESS :901 N 9TH ST STE 105,",,
,"MILWAUKEE, WI 53233-1425",,
,Phone 1: (414)278-4061,,
,Fax: (414)223-1866,,
MONROE COUNTY - 42,COUNTY CLERK: SHELLEY BOHL,http://www.co.monroe.wi.us/,6/28/2016
,COUNTY DEPUTY CLERK: MARY BRIESKE,,
,"MUNICIPAL ADDRESS :202 S K ST RM 1, SPARTA,",,
,WI 54656-2184,,
,"MAILING ADDRESS :202 S K ST STE 1, SPARTA, WI",,
,54656-2187,,
,Phone 1: (608)269-8705,,
,Fax: (608)269-8747,,
OCONTO COUNTY - 43,COUNTY CLERK: KIM PYTLESKI,http://www.co.oconto.wi.us/,11/2/2017
,COUNTY DEPUTY CLERK: KATHY GOLDSCHMIDT,,
,"MUNICIPAL ADDRESS :301 WASHINGTON ST,",,
,"OCONTO, WI 54153-1620",,
,"MAILING ADDRESS :301 WASHINGTON ST,",,
,"OCONTO, WI 54153-1620",,
,Phone 1: (920)834-6806,,
,Fax: (920)834-6805,,
ONEIDA COUNTY - 44,COUNTY CLERK: TRACY HARTMAN,http://www.co.oneida.wi.us/,1/3/2017
,COUNTY DEPUTY CLERK: HEIDI NEHLS,,
,"MUNICIPAL ADDRESS :1 S ONEIDA AVE,",,
,"RHINELANDER, WI 54501-3416",,
,"MAILING ADDRESS :PO BOX 400, RHINELANDER,",,
,WI 54501-0400,,
Printed 8/7/2020 10:34:36 AM,,,Page 10 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
,Phone 1: (715)369-6143,,
,Fax: (715)369-6230,,
OUTAGAMIE COUNTY - 45,COUNTY CLERK: LORI J O'BRIGHT,https://www.outagamie.org/,5/4/2020
,COUNTY DEPUTY CLERK: JEFFREY L KING,,
,"MUNICIPAL ADDRESS :320 S WALNUT ST,",,
,"APPLETON, WI 54911-5920",,
,"MAILING ADDRESS :320 S WALNUT ST,",,
,"APPLETON, WI 54911-5920",,
,Phone 1: (920)832-5078,,
,Phone 2: (920)832-5077,,
,Fax: (920)832-2200,,
OZAUKEE COUNTY - 46,COUNTY CLERK: JULIANNE WINKELHORST,https://www.co.ozaukee.wi.us/,6/28/2016
,COUNTY DEPUTY CLERK: LISA HENNING,,
,"MUNICIPAL ADDRESS :121 W MAIN ST, PRT",,
,"WASHINGTN, WI 53074-1813",,
,"MAILING ADDRESS :121 W MAIN ST, PRT",,
,"WASHINGTN, WI 53074-1813",,
,Phone 1: (262)284-8110,,
,Fax: (262)284-8100,,
PEPIN COUNTY - 47,COUNTY CLERK: AUDREY BAUER,https://www.co.pepin.wi.us/,5/4/2020
,COUNTY DEPUTY CLERK: MAUREEN S MANORE,,
,"MUNICIPAL ADDRESS :740 7TH AVE W, DURAND,",,
,WI 54736-1628,,
,"MAILING ADDRESS :PO BOX 39, DURAND, WI",,
,54736-0039,,
,Phone 1: (715)672-8857,,
,Fax: (715)672-8677,,
PIERCE COUNTY - 48,COUNTY CLERK: JAMIE R FEUERHELM,https://www.co.pierce.wi.us/,4/27/2017
,COUNTY DEPUTY CLERK: CYNDI KERN,,
,"MUNICIPAL ADDRESS :414 W MAIN ST,",,
,"ELLSWORTH, WI 54011",,
,"MAILING ADDRESS :414 W MAIN ST, ELLSWORTH,",,
,WI 54011,,
,Phone 1: (715)273-3531,,
,Fax: (715)273-6861,,
POLK COUNTY - 49,COUNTY CLERK: LISA ROSS,https://www.co.polk.wi.us/,1/23/2020
Printed 8/7/2020 10:34:36 AM,,,Page 11 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
,COUNTY DEPUTY CLERK: DAWN HAAF,,
,MUNICIPAL ADDRESS :100 POLK COUNTY PLZ,,
,"STE 110, BALSAM LAKE, WI 54810-9082",,
,MAILING ADDRESS :100 POLK COUNTY PLZ STE,,
,"110, BALSAM LAKE, WI 54810-9082",,
,Phone 1: (715)485-9226,,
,Phone 2: (715)485-9271,,
,Fax: (715)485-9104,,
PORTAGE COUNTY - 50,COUNTY CLERK: KAYLA FILEN,https://www.co.portage.wi.us/,1/2/2020
,COUNTY DEPUTY CLERK: LEIGH JENTZ,,
,"MUNICIPAL ADDRESS :1516 CHURCH ST,",,
,"STEVENS POINT, WI 54481-3501",,
,"MAILING ADDRESS :1516 CHURCH ST, STEVENS",,
,"POINT, WI 54481-3501",,
,Phone 1: (715)346-1351,,
,Phone 2: (715)346-1352,,
,Fax: (715)346-1486,,
PRICE COUNTY - 51,COUNTY CLERK: JEAN GOTTWALD,https://co.price.wi.us/,4/27/2017
,COUNTY DEPUTY CLERK: ERICA BOCKERSTETTE,,
,"MUNICIPAL ADDRESS :126 CHERRY ST RM 106,",,
,"PHILLIPS, WI 54555-1249",,
,"MAILING ADDRESS :126 CHERRY ST RM 106,",,
,"PHILLIPS, WI 54555-1249",,
,Phone 1: (715)339-3325,,
,Fax: (715)339-3089,,
RACINE COUNTY - 52,COUNTY CLERK: WENDY M CHRISTENSEN,https://racinecounty.com/,2/9/2017
,COUNTY DEPUTY CLERK: JOANNE SMITH,,
,"MUNICIPAL ADDRESS :730 WISCONSIN AVE,",,
,"RACINE, WI 53403-1238",,
,"MAILING ADDRESS :730 WISCONSIN AVE, RACINE,",,
,WI 53403-1238,,
,Phone 1: (262)636-3482,,
,Fax: (262)636-3491,,
RICHLAND COUNTY - 53,COUNTY CLERK: VICTOR V VLASAK,https://www.co.richland.wi.us/,7/7/2017
,COUNTY DEPUTY CLERK: DEREK KALISH,,
,"MUNICIPAL ADDRESS :181 W SEMINARY ST,",,
,"RICHLAND CTR, WI 53581-2356",,
,"MAILING ADDRESS :PO BOX 310, RICHLAND CTR,",,
,WI 53581-2356,,
Printed 8/7/2020 10:34:36 AM,,,Page 12 of 17
STATE OF WISCONSIN,,,WI_R_ELE_CO-CLRK
,,,8/7/2020 10:34:36 AM
,County Clerks,,
County,Clerk Contact Information,Web Site,Last Update
,Phone 1: (608)647-2197,,
,Fax: (608)647-6134,,
ROCK COUNTY - 54,COUNTY CLERK: LISA TOLLEFSON,https://www.co.rock.wi.us/,11/30/2017
,COUNTY DEPUTY CLERK: JAYMEE STEPHENS,,
,"MUNICIPAL ADDRESS :51 S MAIN ST, JANESVILLE,",,
,WI 53545-3951,,
,"MAILING ADDRESS :51 S MAIN ST, JANESVILLE, WI",,
,53545-3951,,
,Phone 1: (608)757-5667,,
,Fax: (608)757-5662,,
RUSK COUNTY - 55,COUNTY CLERK: LOREN BEEBE,http://www.ruskcounty.org/,1/9/2020
,MUNICIPAL ADDRESS :311 MINER AVE E SUITE,,
,"C150, LADYSMITH, WI 54848-1725",,
,"MAILING ADDRESS :311 MINER AVE E SUITE C150,",,
,"LADYSMITH, WI 54848-1725",,
,Phone 1: (715)532-2101,,
,Phone 2: (715)532-2102,,
,Fax: (715)532-2237,,
ST. CROIX COUNTY - 56,COUNTY CLERK: CINDY CAMPBELL,https://www.sccwi.gov/,9/27/2017
,COUNTY DEPUTY CLERK: AMY HANSON,,
,"MUNICIPAL ADDRESS :1101 CARMICHAEL RD,",,
,"HUDSON, WI 54016-7708",,
,"MAILING ADDRESS :1101 CARMICHAEL RD,",,
,"HUDSON, WI 54016-7708",,
,Phone 1: (715)386-4610,,
,Phone 2: (715)386-4609,,
,Fax: (715)381-4400,,
